 Date_time,        Date,               Min_N,              Humus_N,            Humus_C,                Manure_N,           Manure_C,           Litter_N,           Litter_C,             OM_CO2_C,              Root_CO2_C,         Ammon_N,            All_N,                All_C,                 water,             Denitr,             CFlux,              Mul_CARB_N,            Mul_CELL_N,         Mul_LIGN_N,           Tot_res_N,          Mul_Thick,          Mul_Mass,               Mul_CNR,
  41806.0000,  06/16/2014,              0.0000,           1390.6196,          15324.6182,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,           1390.6196,          15324.6182,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41807.0000,  06/17/2014,              8.3154,           1390.6091,          15324.4785,              0.0000,              0.0000,              0.0000,              0.0000,              0.1404,              0.0000,              0.0127,           1398.9373,          15324.6191,            605.4077,              0.0000,             -1.4678,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41808.0000,  06/18/2014,              7.7979,           1390.5975,          15324.3623,              0.0000,              0.0000,              0.0000,              0.0000,              0.1214,              0.0000,              0.0238,           1398.4191,          15324.4844,            536.0078,              0.0000,             -1.9861,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41809.0000,  06/19/2014,              7.5287,           1390.5856,          15324.2480,              0.0000,              0.0000,              0.0000,              0.0000,              0.1161,              0.0000,              0.0343,           1398.1487,          15324.3643,            473.5711,              0.0000,             -2.2558,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41810.0000,  06/20/2014,              7.3815,           1390.5742,          15324.1211,              0.0000,              0.0000,              0.0000,              0.0000,              0.1312,              0.0000,              0.0462,           1398.0020,          15324.2529,            427.9135,              0.0000,             -2.4033,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41811.0000,  06/21/2014,              7.2933,           1390.5599,          15323.9443,              0.0000,              0.0000,              0.0000,              0.0000,              0.1657,              0.0000,              0.0612,           1397.9144,          15324.1104,            404.1758,              0.0000,             -2.4916,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41812.0000,  06/22/2014,              7.2351,           1390.5422,          15323.7490,              0.0000,              0.0000,              0.0000,              0.0000,              0.2014,              0.0000,              0.0795,           1397.8569,          15323.9502,            387.3878,              0.0000,             -2.5498,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41813.0000,  06/23/2014,              7.1933,           1390.5232,          15323.5322,              0.0000,              0.0000,              0.0000,              0.0000,              0.2106,              0.0000,              0.0986,           1397.8151,          15323.7432,            374.3560,              0.0000,             -2.5917,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41814.0000,  06/24/2014,              7.1616,           1390.5054,          15323.3418,              0.0000,              0.0000,              0.0000,              0.0000,              0.1966,              0.0000,              0.1165,           1397.7833,          15323.5381,            436.7353,              0.0000,             -2.6234,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41815.0000,  06/25/2014,              7.1340,           1390.4922,          15323.1865,              0.0000,              0.0000,              0.0000,              0.0000,              0.1564,              0.0000,              0.1307,           1397.7567,          15323.3428,            394.5771,              0.0000,             -2.6513,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41816.0000,  06/26/2014,              7.1023,           1390.4786,          15323.0225,              0.0000,              0.0000,              0.0000,              0.0000,              0.1585,              0.0000,              0.1450,           1397.7260,          15323.1816,            373.9783,              0.0000,             -2.6830,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41817.0000,  06/27/2014,              7.0738,           1390.4620,          15322.8330,              0.0000,              0.0000,              0.0000,              0.0000,              0.1950,              0.0000,              0.1627,           1397.6986,          15323.0273,            362.4701,              0.0000,             -2.7115,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41818.0000,  06/28/2014,              7.0504,           1390.4427,          15322.6240,              0.0000,              0.0000,              0.0000,              0.0000,              0.2129,              0.0000,              0.1821,           1397.6750,          15322.8369,            373.3949,              0.0000,             -2.7349,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41819.0000,  06/29/2014,              7.0312,           1390.4249,          15322.4229,              0.0000,              0.0000,              0.0000,              0.0000,              0.1970,              0.0000,              0.1999,           1397.6561,          15322.6201,            350.5061,              0.0000,             -2.7542,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41820.0000,  06/30/2014,              7.0147,           1390.4062,          15322.2139,              0.0000,              0.0000,              0.0000,              0.0000,              0.2063,              0.0000,              0.2186,           1397.6395,          15322.4199,            345.2269,              0.0000,             -2.7707,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41821.0000,  07/01/2014,              7.0008,           1390.3872,          15322.0137,              0.0000,              0.0000,              0.0000,              0.0000,              0.2064,              0.0000,              0.2374,           1397.6254,          15322.2197,            335.9317,              0.0000,             -2.7847,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41822.0000,  07/02/2014,              6.9886,           1390.3668,          15321.7988,              0.0000,              0.0000,              0.0000,              0.0000,              0.2207,              0.0000,              0.2574,           1397.6127,          15322.0205,            343.2250,              0.0000,             -2.7967,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41823.0000,  07/03/2014,              6.9782,           1390.3496,          15321.6104,              0.0000,              0.0000,              0.0000,              0.0000,              0.1920,              0.0000,              0.2748,           1397.6025,          15321.8027,            327.4506,              0.0000,             -2.8073,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41824.0000,  07/04/2014,              6.9689,           1390.3309,          15321.4014,              0.0000,              0.0000,              0.0000,              0.0000,              0.2055,              0.0000,              0.2935,           1397.5934,          15321.6064,            322.2038,              0.0000,             -2.8166,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41825.0000,  07/04/2014,              6.9606,           1390.3124,          15321.2100,              0.0000,              0.0000,              0.0000,              0.0000,              0.2049,              0.0000,              0.3121,           1397.5851,          15321.4150,            362.3456,              0.0000,             -2.8249,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41826.0000,  07/05/2014,              6.9532,           1390.2974,          15321.0225,              0.0000,              0.0000,              0.0000,              0.0000,              0.1772,              0.0147,              0.3281,           1397.5786,          15321.2002,            331.4852,              0.0000,             -2.8324,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41827.0000,  07/06/2014,              6.9461,           1390.2832,          15320.8516,              0.0000,              0.0000,              0.0000,              0.0000,              0.1727,              0.0221,              0.3438,           1397.5730,          15321.0244,            322.9341,              0.0000,             -2.8394,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41828.0000,  07/07/2014,              6.9392,           1390.2673,          15320.6650,              0.0000,              0.0000,              0.0000,              0.0000,              0.1824,              0.0229,              0.3604,           1397.5669,          15320.8477,            317.4463,              0.0000,             -2.8463,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41829.0000,  07/08/2014,              6.9327,           1390.2511,          15320.4756,              0.0000,              0.0000,              0.0000,              0.0000,              0.1869,              0.0235,              0.3773,           1397.5612,          15320.6631,            313.0580,              0.0000,             -2.8528,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41830.0000,  07/09/2014,              6.9266,           1390.2329,          15320.2881,              0.0000,              0.0000,              0.0000,              0.0000,              0.1945,              0.0240,              0.3950,           1397.5544,          15320.4824,            309.2743,              0.0000,             -2.8589,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41831.0000,  07/10/2014,              6.8952,           1390.2131,          15320.0664,              0.0000,              0.0000,              0.0000,              0.0000,              0.2130,              0.0290,              0.4143,           1397.5227,          15320.2793,            305.7479,              0.0000,             -2.8646,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41832.0000,  07/11/2014,              6.8602,           1390.1929,          15319.8447,              0.0000,              0.0000,              0.0000,              0.0000,              0.2229,              0.0358,              0.4345,           1397.4875,          15320.0674,            302.5229,              0.0000,             -2.8697,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41833.0000,  07/12/2014,              6.8290,           1390.1727,          15319.6318,              0.0000,              0.0000,              0.0000,              0.0000,              0.2231,              0.0432,              0.4548,           1397.4564,          15319.8555,            299.5298,              0.0000,             -2.8745,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41834.0000,  07/13/2014,              6.8055,           1390.1530,          15319.4141,              0.0000,              0.0000,              0.0000,              0.0000,              0.2179,              0.0513,              0.4745,           1397.4330,          15319.6318,            297.6972,              0.0000,             -2.8788,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41835.0000,  07/14/2014,              6.7933,           1390.1342,          15319.2119,              0.0000,              0.0000,              0.0000,              0.0000,              0.2070,              0.0611,              0.4933,           1397.4207,          15319.4189,            293.8662,              0.0000,             -2.8828,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41836.0000,  07/15/2014,              6.7813,           1390.1141,          15318.9990,              0.0000,              0.0000,              0.0000,              0.0000,              0.2178,              0.0827,              0.5131,           1397.4084,          15319.2168,            291.7970,              0.0000,             -2.8866,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41837.0000,  07/16/2014,              6.7675,           1390.0942,          15318.7861,              0.0000,              0.0000,              0.0000,              0.0000,              0.2126,              0.1007,              0.5324,           1397.3942,          15318.9990,            288.3748,              0.0000,             -2.8900,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41838.0000,  07/17/2014,              6.7513,           1390.0751,          15318.5840,              0.0000,              0.0000,              0.0000,              0.0000,              0.2054,              0.1213,              0.5510,           1397.3774,          15318.7891,            285.7548,              0.0000,             -2.8932,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41839.0000,  07/18/2014,              6.7319,           1390.0583,          15318.4023,              0.0000,              0.0000,              0.0000,              0.0000,              0.1863,              0.1349,              0.5679,           1397.3582,          15318.5889,            348.9815,              0.0000,             -2.8962,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41840.0000,  07/19/2014,              6.7092,           1390.0447,          15318.2275,              0.0000,              0.0000,              0.0000,              0.0000,              0.1731,              0.1493,              0.5836,           1397.3375,          15318.4004,            316.1370,              0.0000,             -2.8989,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41841.0000,  07/20/2014,              6.6812,           1390.0289,          15318.0391,              0.0000,              0.0000,              0.0000,              0.0000,              0.1808,              0.2093,              0.6000,           1397.3102,          15318.2197,            305.6245,              0.0000,             -2.9017,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41842.0000,  07/21/2014,              6.6468,           1390.0105,          15317.8350,              0.0000,              0.0000,              0.0000,              0.0000,              0.2041,              0.2794,              0.6186,           1397.2759,          15318.0391,            299.4429,              0.0000,             -2.9048,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41843.0000,  07/22/2014,              6.5852,           1389.9952,          15317.6631,              0.0000,              0.0000,              0.0000,              0.0000,              0.1816,              0.2768,              0.6350,           1397.2153,          15317.8438,            428.9391,              0.0000,             -2.9080,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41844.0000,  07/23/2014,              6.4127,           1389.9821,          15317.5010,              0.0000,              0.0000,              0.0000,              0.0000,              0.1615,              0.2624,              0.6487,           1397.0435,          15317.6631,            401.8400,              0.0000,             -2.9129,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41845.0000,  07/24/2014,              6.1930,           1389.9696,          15317.3379,              0.0000,              0.0000,              0.0000,              0.0000,              0.1525,              0.2964,              0.6602,           1396.8228,          15317.4902,            372.7387,              0.0000,             -2.9306,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41846.0000,  07/25/2014,              5.9678,           1389.9569,          15317.1768,              0.0000,              0.0000,              0.0000,              0.0000,              0.1601,              0.3564,              0.6714,           1396.5962,          15317.3369,            358.3869,              0.0000,             -2.9529,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41847.0000,  07/26/2014,              5.7482,           1389.9420,          15316.9961,              0.0000,              0.0000,              0.0000,              0.0000,              0.1760,              0.4373,              0.6829,           1396.3730,          15317.1729,            358.1364,              0.0000,             -2.9736,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41848.0000,  07/27/2014,              5.5334,           1389.9249,          15316.8037,              0.0000,              0.0000,              0.0000,              0.0000,              0.1931,              0.5342,              0.6945,           1396.1527,          15316.9961,            341.8792,              0.0000,             -2.9913,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41849.0000,  07/28/2014,              5.3225,           1389.9061,          15316.5967,              0.0000,              0.0000,              0.0000,              0.0000,              0.2066,              0.6337,              0.7062,           1395.9347,          15316.8027,            335.1281,              0.0000,             -3.0060,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41850.0000,  07/29/2014,              5.1138,           1389.8878,          15316.4014,              0.0000,              0.0000,              0.0000,              0.0000,              0.1987,              0.6738,              0.7167,           1395.7184,          15316.6006,            326.7339,              0.0000,             -3.0184,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41851.0000,  07/30/2014,              4.8868,           1389.8687,          15316.1943,              0.0000,              0.0000,              0.0000,              0.0000,              0.2143,              0.7789,              0.7273,           1395.4827,          15316.4072,            358.5133,              0.0000,             -3.0290,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41852.0000,  07/31/2014,              4.6693,           1389.8499,          15315.9951,              0.0000,              0.0000,              0.0000,              0.0000,              0.2025,              0.8100,              0.7362,           1395.2554,          15316.1973,            348.9346,              0.0000,             -3.0380,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41853.0000,  08/01/2014,              4.4920,           1389.8330,          15315.8115,              0.0000,              0.0000,              0.0000,              0.0000,              0.1879,              0.8199,              0.7438,           1395.0686,          15315.9990,            329.5506,              0.0000,             -3.0460,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41854.0000,  08/02/2014,              4.3205,           1389.8186,          15315.6260,              0.0000,              0.0000,              0.0000,              0.0000,              0.1769,              0.8158,              0.7506,           1394.8898,          15315.8037,            415.4803,              0.0000,             -3.0537,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41855.0000,  08/03/2014,              4.0374,           1389.8049,          15315.4531,              0.0000,              0.0000,              0.0000,              0.0000,              0.1736,              0.8107,              0.7560,           1394.5983,          15315.6260,            398.0744,              0.0000,             -3.0619,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41856.0000,  08/04/2014,              3.8582,           1389.7911,          15315.2754,              0.0000,              0.0000,              0.0000,              0.0000,              0.1721,              0.8493,              0.7602,           1394.4094,          15315.4473,            374.0622,              0.0000,             -3.0778,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41857.0000,  08/05/2014,              3.7121,           1389.7767,          15315.0938,              0.0000,              0.0000,              0.0000,              0.0000,              0.1776,              0.8914,              0.7641,           1394.2531,          15315.2715,            358.4045,              0.0000,             -3.0977,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41858.0000,  08/06/2014,              3.5774,           1389.7611,          15314.9141,              0.0000,              0.0000,              0.0000,              0.0000,              0.1810,              0.9199,              0.7677,           1394.1063,          15315.0947,            347.3224,              0.0000,             -3.1161,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41859.0000,  08/07/2014,              3.4423,           1389.7441,          15314.7178,              0.0000,              0.0000,              0.0000,              0.0000,              0.1947,              0.9907,              0.7711,           1393.9575,          15314.9131,            339.3989,              0.0000,             -3.1316,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41860.0000,  08/08/2014,              3.3051,           1389.7264,          15314.5273,              0.0000,              0.0000,              0.0000,              0.0000,              0.1920,              1.0100,              0.7740,           1393.8057,          15314.7197,            334.3033,              0.0000,             -3.1446,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  41861.0000,  08/09/2014,              3.1719,           1389.7118,          15314.3506,              0.0000,              0.0000,              0.0000,              0.0000,              0.1796,              0.9841,              0.7766,           1393.6602,          15314.5303,            376.4334,              0.0000,             -3.1555,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
